word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio,source,source_url,license
chloroplast,klˈɔrʌplˌæst,a plant-cell structure where photosynthesis occurs,叶绿体,n.,,,k12_stem k12_science life_science grade_k_12 ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_courses"": [""ap_biology""], ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
chord,kˈɔrd,a segment with endpoints on a circle,弦,n.,,,k12_stem k12_math geometry grade_k_8,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-8"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""geometry""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
chromosome,ˈkroʊməsoʊm,a structure made of DNA and proteins that carries genes,染色体,n.,,,k12_stem k12_science life_science grade_k_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.nextgenscience.org/search-standards"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""life_science""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
circle,sˈɝkʌl,a set of points in a plane that are the same distance from a center,圆,n.,,,k12_stem k12_math geometry grade_k_8,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-8"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""geometry""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
circuit,sˈɝkʌt,a closed path through which electric current can flow,电路,n.,,,k12_stem k12_science physical_science grade_k_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.nextgenscience.org/search-standards"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""physical_science""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
circulatory system,sˈɝkjʌlʌtˌɔri sˈɪstʌm,the body system that moves blood and materials around the body,循环系统,n.,,,k12_stem k12_science life_science grade_k_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.nextgenscience.org/search-standards"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""life_science""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
circumference,sərˈkʌmfərəns,the distance around a circle,圆周长,n.,,,k12_stem k12_math geometry grade_k_8,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-8"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""geometry""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
claim,klˈeɪm,a statement that answers a question or explains a result,主张；论断,n.,,,k12_stem k12_science scientific_practice grade_k_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.nextgenscience.org/search-standards"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""scientific_practice""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
climate,klˈaɪmʌt,the long-term pattern of weather in an area,气候,n.,,,k12_stem k12_science earth_space_science grade_k_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.nextgenscience.org/search-standards"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""earth_space_science""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
climate change,klˈaɪmʌt tʃˈeɪndʒ,long-term changes in climate patterns,气候变化,n.,,,k12_stem k12_science earth_space_science grade_k_12 ap_stem grade_ap ap_environmental_science science environmental_science,,,,"{""aliases"": [], ""ap_courses"": [""ap_environmental_science""], ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-environmental-science"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 88, ""k12_rank"": 6012, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""environmental_science""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
cloud,klˈaʊd,a visible mass of tiny water droplets or ice crystals in the air,云,n.,,,k12_stem k12_science earth_space_science grade_k_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.nextgenscience.org/search-standards"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""earth_space_science""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
coefficient,ˌkoʊəˈfɪʃənt,a number multiplied by a variable in a term,系数,n.,,,k12_stem k12_math algebra grade_6_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""6-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""algebra""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
combine like terms,kˈɑmbaɪn lˈaɪk tˈɝmz,to add or subtract terms with the same variable part,合并同类项,v.,,,k12_stem k12_math algebra grade_6_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""6-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""algebra""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
comet,kˈɑmʌt,an icy object that orbits the Sun and may form a tail,彗星,n.,,,k12_stem k12_science earth_space_science grade_k_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.nextgenscience.org/search-standards"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""earth_space_science""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
community,kʌmjˈunʌti,all populations living and interacting in an area,群落,n.,,,k12_stem k12_science life_science grade_k_12 ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_courses"": [""ap_biology""], ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
complementary angles,kˌɑmplʌmˈɛntri ˈæŋɡʌlz,two angles whose measures add to 90 degrees,互余角,n.,,,k12_stem k12_math geometry grade_k_8,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-8"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""geometry""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
composite number,kʌmpˈɑzʌt nˈʌmbɝ,a whole number greater than 1 with more than two factors,合数,n.,,,k12_stem k12_math number grade_k_8,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-8"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""number""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
compound,kˈɑmpaʊnd,a substance made of two or more elements chemically bonded,化合物,n.,,,k12_stem k12_science physical_science grade_k_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.nextgenscience.org/search-standards"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""physical_science""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
compound event,kˈɑmpaʊnd ɪvˈɛnt,an event made of two or more simple events,复合事件,n.,,,k12_stem k12_math statistics_probability grade_6_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/Content/mathematics-glossary/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""6-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""statistics_probability""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/Content/mathematics-glossary/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
